"","ID","pHI0","uHI0","pSI0","uSI0","upi","etaHI","etaSI","ll","Persec","ICARTot","Order"
"ID284","5e15da8a805a30bcd2ed796d",0.00153041404362458,0.888993019984221,0.992637019783781,3.71423948714809,1.07865762113949,0.54045903905506,0.99821819483198,-7.99511347791015,0,8,"Unfair"
"ID285","5e185c397eeb87000d989683",0.00696793581117318,0.33829116910472,0.999103920438385,1.89446888409865,2.3559652500028,0.676568690714937,0.999773385260594,-15.4546216119107,1,1,"Unfair"
"ID286","5e18c4dd21c2a7000c60f8cf",0.883676009137744,0.543622933460006,0.851020839637167,0.377999559682797,0.274267047127859,0.0252258172932676,0.053309053761105,-16.416419841498,7,2,"Fair"
"ID287","5e18ca0eba65e719f09679ba",0.998988166842379,2.12569832763447,0.515288402648344,0.149842929288415,3.1666433717982,0.178241327374842,0.7383432469782,-54.4835775600911,3,2,"Unfair"
"ID288","5e1ceadb86880807648d5ec0",0.0449115049471975,0.722880290795814,0.988901541353012,2.50012003568113,1.27181546537877,0.232946072066976,0.994096059260815,-18.5275794744715,1,3,"Unfair"
"ID289","5e204990b062543612e9a254",0.401270178334686,0.337279115846286,0.620696661093017,0.323649907016556,3.90194760288156,0.170050728067774,0.991037381362874,-63.9844645929984,1,7,"Unfair"
"ID290","5e21d5235f39764b9b58af17",0.110581386663626,0.233438929233882,0.322846878950556,3.2797021371162,4.33369691095325,0.677522269130897,0.0861823466780491,-62.668032106583,0,2,"Unfair"
"ID291","5e222f8048ea75061f1eb5c7",0.443742948495653,0.0884718613128237,0.418476867040186,0.299494270110674,7.90422303882338,0.546110425410325,0.127698006766648,-70.9696498629449,2,5,"Fair"
"ID292","5e26e486fcf95e90fcc7c175",0.933847792889458,0.137912127862183,0.996660097954147,0.241772478516419,4.79515931342856,0.0608387745383207,0.697548420801699,-67.5572022798578,23,4,"Unfair"
"ID293","5e2c2d3a8800e72590334bdb",0.737409069701435,1.87499136438223,0.639178173864766,1.69329272087947,2.27669828905539,0.216989863640359,0.0220571300106243,-72.2160550617659,11,4,"Unfair"
"ID294","5e2c96a6ec357b2b16b15d31",0.984868951913227,0.57518419548662,0.991506633571706,1.5384399492173,17.1780718606601,0.383372433472353,0.329366502936149,-90.424779839988,0,7,"Unfair"
"ID295","5e3012c68dc3120111433304",0.0229302519089835,0.278988605145098,0.00798193192006075,0.128864886412025,0.486064613632246,0.357137940780663,0.670850704413102,-91.7860744885127,0,6,"Fair"
"ID296","5e30492697a58001749fce6b",0.618418542615342,1.68923492624858,0.995818845044698,2.83970648077495,1.88696773078945,0.541353030759673,0.0740430027946348,-64.470408608945,0,6,"Unfair"
"ID297","5e317e93287816155e5ac60d",0.540413301499565,0.297781551273667,0.643951361037999,1.47301357422168,2.31662207975918,0.572087627837173,0.999474668061824,-64.2825646564045,0,6,"Fair"
"ID298","5e32c95c87b8ef28e5aff6ea",0.222884676432217,0.0998668716942992,0.418995468460054,2.59934471916351,6.0649744564008,0.839375274952133,0.0935183986855737,-74.396195944599,29,3,"Fair"
"ID299","5e32d8909af66c000b4d8a82",0.0386670899869825,0.333980041941949,0.99864309839895,3.3092153767958,2.97825021288406,0.911892155694159,0.0312887031287819,-39.5934491955489,0,7,"Fair"
"ID300","5e33190a5a41122e93c40989",0.999023048223648,3.52857097850514,0.957974109968839,0.301233203282073,4.70496837789775,0.0978785344915731,0.189680327705519,-65.5831736595887,0,3,"Fair"
"ID301","5e3326095a41122f66244612",0.957414734627583,1.15450954634157,0.753661144657639,0.100122069446768,5.1229377681227,0.655125736738198,0.8937498033979,-59.6245856566566,0,6,"Unfair"
"ID302","5e34a2c2f1319b4763f82289",0.459760515045001,0.0155347105738347,0.0541356026326427,2.52101672591978,3.52062399380194,0.463622039447027,0.982233327095112,-49.3713533748269,0,3,"Fair"
"ID303","5e360848a42bce5c5fce0b89",0.991640323647613,0.555008136148973,0.999892464011445,3.06309321910739,2.38019423833577,0.307431708577982,0.038312999933968,-53.2357824748402,4,6,"Fair"
"ID304","5e3aa9e1764672000d62723d",0.959832000410972,0.496762330619626,0.920861831638704,0.602857081381191,11.1802533133369,0.000214698146189885,0.00343230408854803,-76.633841056806,0,3,"Fair"
"ID305","5e3b07fddc4a3431fbcc6235",0.465666515879278,0.0531281895013227,0.916255094906718,6.22824462833617,6.57181359725451,0.774776124887342,0.115608622544522,-66.4970175317926,0,3,"Unfair"
"ID306","5e3b0defeab8663234a735c0",0.0137320944739622,6.19621027524816,0.645529213070581,0.0370120861724662,5.91452676215793,0.414541659432871,0.245573285360473,-72.2368921453217,0,9,"Unfair"
"ID307","5e3c595d955ce604ac669fcb",0.682379939502815,4.22983999106973,0.986364015855705,0.123139941597626,1.17359962466436,0.183891330102304,0.0916260543486231,-35.8559856875731,14,5,"Fair"
"ID308","5e43e3fdb58b932646448d07",0.348491099427332,0.13497580853165,0.988194547981811,1.8827105393661,7.28555079053904,0.0548833042755118,0.580203247366769,-70.3307758584741,0,0,"Unfair"
"ID309","5e443478b58b932c06d95bbf",0.826073427948189,0.291534262666795,0.813265645810126,0.193879616828039,0.192208157428573,0.145674047646071,0.6055290017761,-13.4735317406993,1,6,"Unfair"
"ID310","5e44375e6294c22ba48ef3b7",0.833300471101589,2.41856117915766,0.993529140832267,0.758266558795386,2.6245077997437,0.0454122381733131,0.0205098150668093,-60.1730804485948,0,7,"Fair"
"ID311","5e4503cbc031dd370fd4aae3",0.181636940130822,0.367733896567546,0.418215422773423,0.149432302683515,0.768480982571673,0.033862407039122,0.888074351028496,-40.3500037458172,2,10,"Unfair"
"ID312","5e4554f745ab32032eb5205b",1.7793447596157e-06,1.76244793248734,0.248490697420573,2.78117142516567,3.00477423442138,0.113817422725424,0.0996765282552931,-55.1969989706874,0,8,"Fair"
"ID313","5e45c6a821fc4a089b895774",0.708841872851809,1.52301132309087,0.726341572769949,1.61830606726264,0.560774436884484,0.0369279671343288,0.136709310472961,-51.5702564377868,3,9,"Fair"
"ID314","5e4721a7eab94f1f27d57fe0",0.998266242199673,1.72360477382398,0.982536621697676,0.34480648682974,2.00324739832827,0.0031359878320193,0.0871377163306168,-88.3246638705614,1,5,"Fair"
"ID315","5e47ad846c3d4425c60ccbe5",0.528088531103553,3.33065594058343,0.996362846703854,0.112669106682643,0.699677796890681,0.110383889461288,0.739105301988772,-31.8395590276912,0,2,"Fair"
"ID316","5e4c1b96d4ca7604f95231e0",0.0934941161232906,0.424512386835215,0.914099574515753,0.845813293762365,3.88801970941749,0.59139051051642,0.522351638189828,-54.3568665562159,2,6,"Unfair"
"ID317","5e4feb8037713502e9ed364b",0.219366393752288,0.283128802178983,0.97715935179263,2.71243298793118,3.82214833061732,0.32835785208665,0.79593169094584,-63.1957369292269,1,1,"Unfair"
"ID318","5e5024d8b0c66e06d4d4c5d8",0.0089724866642054,1.49851834105471,0.21087274012462,0.506825398575469,0.934145225327246,0.572853138642915,0.609307538322996,-69.0537333967728,0,5,"Fair"
"ID319","5e505e8297da520a2f046a09",0.18650827267475,7.36078375172862,0.99998120482526,6.79161929712287,17.2939780685969,0.284397932115393,0.179325237190339,-89.4693932902781,0,7,"Fair"
"ID320","5e510d0760dd0913e45370dc",0.31847800815592,0.338190685300341,0.994329863156439,3.02783085219056,2.15068647503634,0.75365020340781,0.312942990139171,-58.3389202807068,1,2,"Fair"
"ID321","5e516283779c71000b8e4493",0.81108492814961,0.615435761042721,0.715636719406055,0.193609419826297,4.67349815524117,0.98049261717451,0.849612300416891,-70.4342283792447,1,5,"Unfair"
"ID322","5e54041653ecf1405f8b228c",0.982881803151146,0.926498490431384,0.993577132781071,0.746021360734545,8.36199433466564,0.254189086670291,0.707585076352789,-73.3449873588767,0,2,"Unfair"
"ID323","5e58333d4b439f04b1069026",0.213596533842885,0.0461914141748747,0.316006179575239,0.41273868418754,5.97661402526657,0.36629717135297,0.734629028108042,-56.8572204229599,0,8,"Fair"
"ID324","5e59a78652cf771b84dc6da7",0.723801347526947,4.74888790736849,0.651852528244116,0.425406977622353,0.380556736972853,0.911144548999811,0.824827109049095,-43.6521589429689,4,3,"Fair"
"ID325","5e5a5cff514eb6000d5c5354",0.164785806146935,0.446488774292825,0.582368042910312,0.0869735127582958,3.32532347703399,0.387920285325022,0.13066974662807,-58.8447752649661,1,5,"Fair"
"ID326","5e5ad8d315b8d42db10b84ce",0.628993407677317,0.121659594638996,0.634948664990942,0.243859990445881,6.31550963137376,0.223886356092008,0.250396165942279,-72.894080554093,21,3,"Fair"
"ID327","5e5bb20d6551fe38c99ede03",0.669615467815039,1.32994334265902,0.887783670565708,4.72965310616745,0.498436815811827,0.0729531774252371,0.0265769240219531,-49.0365651119071,4,4,"Unfair"
"ID328","5e5fc346cf3e300453d01cde",0.282388722186207,8.60692082597554,0.955770960985224,0.428991127146372,7.86255767162166,0.163789565046274,0.00718485177731122,-73.6553506713512,0,7,"Fair"
"ID329","5e662ebd5c28e1000c543cab",0.0487455498149682,4.56022814663333,0.460099474722588,0.347563671619116,2.66740337650035,0.832043710592338,0.525585827738979,-74.4437073174364,1,8,"Fair"
"ID330","5e6684fbad227705baafcd27",0.23643625575058,0.330121385256589,0.909196927916903,4.88604552482793,4.06362176310593,0.161951936766239,0.414143664334466,-70.5369110177136,0,5,"Unfair"
"ID331","5e67d165cbb37e037909c20f",0.851126262510363,5.8724741088739,0.744229762173868,2.25108531247601,8.09086729882821,0.0574237713529546,0.254605112257256,-85.3897134512282,0,2,"Fair"
"ID332","5e68e37d1f156a187d75e7b8",0.00676618197757128,1.43462020462305,0.978818648951126,0.173452193309622,0.255141227578495,0.606503256590571,0.532250534660259,-0.392608757626251,3,6,"Unfair"
"ID333","5e6a53649dae0e000cbe6857",0.037936743359106,1.44230967452945,0.000922301600292049,3.70903636072867,1.74797505028942,0.78007424876694,0.612504500503407,-69.2182614808559,13,9,"Fair"
"ID334","5e6e37cf6c47283eaa39ceeb",0.59407214761485,0.186406727123937,0.743252583838593,0.629121711176094,5.39867676338499,0.183697076928233,0.277033234403219,-72.2202062277056,0,5,"Fair"
"ID335","5e6e5193add3930009257bb0",0.92252711140136,0.417526021053559,0.912634746850362,0.330260966358363,13.1719377832093,0.0496020620705579,0.0966550006263461,-79.4485363602595,0,4,"Fair"
"ID336","5e6ec0b3b0939647aa5cfd10",0.031642676303562,1.58055552326276,0.999987169740917,1.17462145863785,0.973251408646357,0.790771796572397,0.774438600534794,-8.06086674445883,0,3,"Unfair"
"ID337","5e70af30559b240008daeae3",0.601717370616138,2.21021144790851,0.87235739468355,4.94503993050166,0.114085907218329,0.920990012563616,0.992341638343121,-25.0503280861446,0,3,"Fair"
"ID338","5e70dca90e26b505a29430ba",0.439982036558048,0.26642064693421,0.986371671770671,1.57895844748875,3.41348510586023,0.333871351584817,0.409196428131596,-65.4906250227926,1,7,"Unfair"
"ID339","5e7119565b050e0255fc4577",0.494501136462861,0.00397428271131132,0.783280400087368,1.58864959708005,5.18418352249326,0.531899003924285,0.305319266407996,-40.8075489002818,1,3,"Unfair"
"ID340","5e713a14dcb6a904c303ade8",0.651613691615991,0.73801015692369,0.696477440541604,1.36904832438679,1.22062293337302,0.329348241157345,0.295735788739636,-56.7638540444792,19,7,"Fair"
"ID341","5e722d54811ec3046b5defbd",0.768897825735564,1.473371948284,0.747698306000088,0.510125424565704,2.73047441044108,0.180851374038033,0.313962712876286,-70.3629117917547,9,2,"Unfair"
"ID342","5e7257649b289e07c047155f",0.5358014892083,0.168255808256737,0.591273128243456,0.0949070585643686,6.01733746144681,0.663554057426733,0.866909269882751,-63.753688110431,7,1,"Unfair"
"ID343","5e7412a64f333138fb44c599",0.00193810710185574,0.108030262930312,0.990466697141311,3.96728722471703,6.29090306171421,0.460156655905593,0.435849895614923,-33.4792990187922,0,10,"Unfair"
"ID344","5e7772003da1362dc44fdea9",0.978866376376536,0.534122427248735,0.961841684071801,0.113170010127122,4.06015397680904,0.824599024250467,0.407965237927228,-51.2979231377304,6,6,"Unfair"
"ID345","5e77733a2e31442cbf638265",0.0125019591814427,0.126975842297775,0.639683605455687,3.14612324772216,1.5939421957651,0.541064473050537,0.858041676413263,-26.3040414883813,0,2,"Unfair"
"ID346","5e7921fcbd76c94d6b4fac57",0.999248757871724,1.07826119268656,0.985987296800792,1.17235516832562,2.55095058131466,0.126875896604818,0.163533286936245,-56.4552274876671,0,1,"Fair"
"ID347","5e7c7bf3ca18002bd9cf6eca",0.736710782905462,0.111143032455834,0.747197151236619,0.0646262938161441,18.0073779091481,0.256184984649093,0.280160051607162,-73.8981130684679,2,5,"Unfair"
"ID348","5e7c94cc23469b0172ccdb3f",0.477323708043187,0.401215212362161,0.874219173097751,0.293863038934788,3.12211514418408,0.901283682814705,0.224533238193622,-61.8748302321036,0,3,"Fair"
"ID349","5e804dbf2962d37261e58004",0.996480898550704,1.23204789967101,0.9853750725956,0.718614595274829,6.59352027670801,0.925966546595084,0.920579529624608,-79.1435384392322,12,4,"Unfair"
"ID350","5e808eb795fdc17626bcc164",0.996226362249798,4.50852769933101,0.996796593805287,0.732027720722443,3.21368778506796,0.0215979964781684,0.0469714075981706,-96.9810187504129,0,8,"Fair"
"ID351","5e8237491699ef955427c59a",0.550082498733066,0.0457512769762259,0.982169591966759,1.63332838382845,7.59663838823619,0.0711138533497478,0.572683955258504,-64.6998857353432,0,3,"Unfair"
"ID352","5e83b9e3e3a9da1163fdd0dc",0.264668643816313,7.54394025347485,0.951800378148718,0.451508701263708,3.50116996777233,0.405418994100475,0.0159767476909647,-62.7794027550495,5,4,"Fair"
"ID353","5e850a7b45c5ca0ec7b99507",0.999333492720845,1.52843410158377,0.949505679489225,0.397969031668341,2.61115912127204,0.267172554274422,0.393504090043372,-67.967574947866,16,2,"Unfair"
"ID354","5e870beea13e700009960abe",0.0396566595595239,6.12527056968119,0.129783645239015,5.12648058929357,5.04815002816127,0.682050731785256,0.734906524766225,-80.805600440567,0,3,"Fair"
"ID355","5e87c4c242701c45712423d9",0.0124331626021183,1.88389276313319,0.632483844631659,0.0756540241134475,1.56171374404073,0.127503762597128,0.840201285473336,-37.662078179217,0,7,"Fair"
"ID356","5e87ef6eec9b3347e5eae408",0.00059804566182993,2.63005569139271,0.368640433924834,2.93576138225423,2.00596321785073,0.704796666932368,0.0179760418043412,-48.1114349102492,0,7,"Fair"
"ID357","5e89f8a5141e8b69bf1ee867",0.0475809726605128,0.881800410427734,0.46735342938447,0.237058671638188,0.53799570288122,0.910309339316259,0.796002051988468,-43.5444646152094,0,6,"Fair"
"ID358","5e8b2835da38297d4e63e3cc",0.926071863389383,1.51874805149605,0.911690794964503,0.0632745806767959,2.77344213210821,0.0127191324577372,0.526658747396969,-48.9259127098589,2,3,"Fair"
"ID359","5e8b765e88065404c4d50fe2",0.535943113971188,2.51105038873271,0.560147860825372,3.74781693542306,0.15685361376195,0.724930222604141,0.931007439907971,-65.6301310893886,0,5,"Fair"
"ID360","5e8cb846e94a4406307d6da2",0.322100823120275,0.365965985508602,0.981975255626659,4.50913301945611,5.26024806105198,0.236890670085116,0.626029193288902,-76.4708860752814,4,6,"Unfair"
"ID361","5e8d2e6df549ba100a770cba",0.999872831479022,3.22786346002129,0.9991269769167,0.157136766366224,5.87513631427566,0.00718832727661231,0.238865092952207,-66.4766479079838,1,6,"Fair"
"ID362","5e8d804740aaf4000a51d9e9",0.128925533869218,5.15303112392338,0.721780376886636,0.555167554652179,5.87603941425697,0.322629299993327,0.617912078830882,-76.8895726554573,0,7,"Fair"
"ID363","5e8e053e16b8100a136c871a",0.000155923726522744,3.81381301396832,0.579092290323946,2.41276555140893,2.91311039946398,0.306373315474329,0.0525532711466829,-66.6384541980937,0,10,"Fair"
"ID364","5e8f4b597ec957073a4ea143",0.116516537745428,0.0417061781745423,0.000616238949401704,5.43154769679969,3.82114469468854,0.412514287836851,0.427515621065322,-55.2735143728988,0,1,"Unfair"
"ID365","5e8f8c171bd6f70ea39197d9",0.314994588795617,0.0645739533476423,0.897349706018376,0.0263467287431065,5.11489982587191,0.359452891172884,0.849579816271685,-38.8011195087313,5,5,"Unfair"
"ID366","5e90c561bdeaf60737085250",0.000203768996190215,2.38896037460742,0.57597946557293,0.988973982912427,2.26936221194732,0.300010067314185,0.789082148007954,-53.5016424659602,4,2,"Unfair"
"ID367","5e91c2c8cc3d6c4f2e8e8c30",0.986249539760304,1.81964207550075,0.976713844942926,1.22088353380535,5.3835384132013,0.521213717622275,0.624433237473167,-74.2483179783083,0,6,"Unfair"
"ID368","5e93f6b64d246b73073c3ba1",0.917272193725088,0.603868885508458,0.765376115565636,0.317524777465788,2.99795214214002,0.535239201759094,0.864715146164383,-59.4563055902858,0,4,"Fair"
"ID369","5e96df278f41320009c08d70",0.977123172076739,0.488109291665576,0.975326417297241,1.79611578629414,4.46526324942766,0.0390294317503006,0.0279823583745729,-65.4502446197372,0,4,"Fair"
"ID370","5e97f51d048d682c884ae09b",0.0108767877613784,9.17244566588106,0.942629978832831,2.9850790968499,1.9014385338959,0.961358396853923,0.122688499153283,-63.1799052479975,0,4,"Fair"
"ID371","5e998401c38a2e1b542531e2",0.060445304436122,3.0039100671945,0.998748519819017,0.318527129422866,5.52324197909964,0.343129026828502,0.0968624342964637,-61.3142992230739,0,7,"Fair"
"ID372","5e99ad97cdf86a000855cea7",0.330968281000157,0.0515848420056262,0.531731640031891,1.30009450118986,2.23624869695442,0.158783789106679,0.948131627830894,-48.2930527971749,13,3,"Fair"
"ID373","5e9eb7feae5c8e27ada35b9e",0.998710830874078,2.42967255802703,0.99306371088448,0.473372425729547,1.26254662767721,0.166664284224001,0.415027292310867,-104.52786536898,9,1,"Unfair"
"ID374","5e9ec50dee2ccf0009319b7c",0.0200630004852453,2.36534956542371,0.927465646008041,3.15632971208917,2.55626731748924,0.955291190165999,0.999627619605985,-60.1600631925636,1,10,"Unfair"
"ID375","5e9eca0cd09bbd0008c315bc",0.434393397756816,13.8763081492538,0.957276507296912,0.339704718647912,7.50916344414503,0.16053148045106,0.00523997076238838,-71.5026490404677,0,3,"Fair"
"ID376","5e9f383061281c0c4c598dc9",0.754409350287234,0.239342687173954,0.688965775523559,0.18283749825193,4.4283213766678,0.609446542691942,0.102091868952983,-57.5954037213836,5,4,"Fair"
"ID377","5e9ffcf4db51941ad78e04f3",0.292981609169063,1.0595074951989,0.317824845606864,0.966593234664173,0.307235992457962,0.356141907832342,0.334933582494604,-42.8596195275591,0,7,"Fair"
"ID378","5ea01b4b2d7b4d0243d93f78",0.93880297738327,0.987660051907393,0.813651699293377,0.275183530252355,2.40200704863637,0.347078154946514,0.634581399188464,-65.9430943846122,1,0,"Unfair"
"ID379","5ea03ed29cb1f00672af3eda",0.0846708150172939,2.8463419673038,0.782405832764786,0.870881242464981,4.51942305097011,0.206527998716515,0.913121616723621,-78.7442248797974,1,4,"Fair"
"ID380","5ea04f7f43bc6507508c9aba",0.464589446044987,5.26517762882891,0.468187852612731,0.518433920030067,1.432700518695,0.208496911691845,0.193969417470185,-72.7453923777664,0,5,"Fair"
"ID381","5ea0516dee594a000932857a",0.504002265844177,0.454961772556857,0.458271190362928,0.434707631921634,1.04162517110815,0.539632127304522,0.696238121072752,-53.7876936690481,0,6,"Fair"
"ID382","5ea0619b737ba601d76cc9ff",0.349974149674948,0.298818496615784,0.997237601019641,1.63468893386201,3.21440895811331,0.177728270510795,0.208133225988942,-64.0965603987191,2,4,"Unfair"
"ID383","5ea06914c2b73202ae7a3f29",0.247846272965262,1.78234214225843,0.643471922913578,0.282305809353073,1.2278268905964,0.169308545646681,0.465251700866186,-58.2999531556678,1,6,"Fair"
"ID384","5ea0a23a2c66d008a96313a8",0.995929370608618,3.31109012296358,0.886056905119193,0.846356927751778,5.64719636247477,0.289787460604495,0.589660888857919,-85.3203707673619,8,3,"Unfair"
"ID385","5ea14bf64f71e2000acbc618",0.00745119479774068,1.07288846517862,0.965928594217871,4.04809232847358,1.18756240536867,0.619845086241208,0.997671605072191,-89.9516733932142,0,3,"Unfair"
"ID386","5ea15f2e173fb7000932a6ff",0.918871028572279,6.36589084820255,0.937278005516293,0.734527704412954,12.9025485263963,0.0225272683870854,0.124069679114682,-82.721324376257,2,4,"Fair"
"ID387","5ea16f92a2f503017ada93dc",0.852594353019974,1.84979409389809,0.99995847522536,2.28880098289099,4.23012435388403,0.00775792796770239,0.0557235604717945,-77.3962899858066,9,6,"Fair"
"ID388","5ea1950819664f04542a50bf",1.13180939180336e-06,1.83312744179512,0.0144808715676495,0.567886305909381,1.49863903293299,0.199224712597216,0.0733967767754613,-96.0760975841989,0,6,"Fair"
"ID389","5ea19c748809ad05af2d33d1",0.66813422940112,4.32943073819461,0.999720062042189,2.78567295052674,4.80422859250429,0.33373302221022,0.0301339378519596,-81.5580464802065,0,8,"Fair"
"ID390","5ea31e2cfe333e274552c8d6",0.594948740872055,7.43098137669878,0.987080105621889,1.07416956325733,14.2495479215018,0.258254156438339,0.10719575847612,-85.5494982880434,0,4,"Fair"
"ID391","5ea343dd9b066613c3804f6e",0.13528357429656,4.98839432650136,0.535276047915724,7.61276190156828,0.513352033316218,0.375134668065143,0.0126079286061956,-65.943375829749,4,7,"Unfair"
"ID392","5ea350945df820104602e2d0",0.600590777223181,0.406937847261609,0.672294176312629,0.369681179021608,4.21437161581625,0.0675698988001833,0.332209373025146,-74.1168942131253,13,7,"Fair"
"ID393","5ea35c4c1d36a81597d48873",0.38085376726963,0.314672769095059,0.398246515147533,0.339368696329994,1.54534472247892,0.343863388694819,0.496026486600982,-54.779725818789,0,3,"Fair"
"ID394","5ea4864445b9ce057f270e90",0.454528767107277,0.125034306919497,0.482730705095373,0.262152834281559,1.60572600101138,0.980185845731248,0.828849019709222,-44.297701967894,17,4,"Fair"
"ID395","5ea4886d2da60f057634cabc",0.780683608846735,2.6642346595374,0.964817482086051,0.0589251486508763,3.77549193082788,0.835866830387427,0.704833161506652,-64.4433367787135,17,5,"Unfair"
"ID396","5ea4a9cac3872a06b560229f",0.559428348675769,3.95409648541026,0.832094974511522,0.0903033542940665,6.96057902605224,0.0681553806777599,0.335254163924271,-68.7735133114843,8,4,"Fair"
"ID397","5ea5cf998366db5d39a2dcb0",0.266966323842486,0.234024625609388,0.963462378342727,3.13481373305282,6.4027644114194,0.512187320583505,0.483028241082498,-74.6172446605075,2,7,"Unfair"
"ID398","5ea611dda778214a5e89fbf2",0.549871130023827,0.10279895794051,0.415121415333145,0.104879383231031,7.17717613888162,0.370734247676956,0.191475917222906,-67.1278199751294,21,4,"Fair"
"ID399","5ea69195ed92c0000a285a1d",0.198477296300848,0.64251243267568,0.179233179766394,0.670190368128282,0.578333871073193,0.935864076448049,0.856341786129167,-52.2272287021201,8,1,"Fair"
"ID400","5ea721158bfde70ca3b31580",0.924434962466854,0.415992845590389,0.593719944828222,0.120579782051727,6.35174823251519,0.808862039929249,0.180343315972569,-63.7595198556342,2,4,"Fair"
"ID401","5ea824f580b9ef228f589930",0.442121726676479,0.222734675987455,0.527546045652973,0.555146134804835,1.0147866818025,0.948106591176042,0.969829034751235,-50.9765576267523,1,0,"Fair"
"ID402","5ea85f0ccbdc9b0aaa815e39",0.0160256789647629,2.69426085776711,0.729029875548609,0.270131705280523,2.0253241194975,0.824864988945572,0.414165309962859,-56.6202825696185,1,4,"Unfair"
"ID403","5ea889bc80b9ef2d0e1fda83",0.00213843177614551,1.36010515993185,0.325890313001887,0.294509548968536,1.90797872349869,0.483835257361395,0.294086504246289,-53.8660810217515,0,9,"Fair"
"ID404","5ea96eb7083ea5057fd3003c",0.840125261997094,1.18066821322329,0.838107654672981,0.439944522336771,10.3468786274033,0.0467072636324494,0.269925904620019,-80.4534982094275,4,7,"Fair"
"ID405","5ea97f82f47d1e074f75a5b2",0.958381680257856,1.50563052563414,0.984358019505166,0.0456337028400629,4.30933802899225,0.181297636444496,0.595692704313025,-46.6701409729081,3,1,"Fair"
"ID406","5ea9d6ef7223d915f9157284",0.0500251795586012,0.918115773334654,0.77797763802979,0.295244261873954,7.01387549963798,0.525834416325263,0.222260652782966,-71.5053213767254,0,6,"Unfair"
"ID407","5eaa8fa180e800012e13e9b8",0.490244775801617,2.31104028569874,0.999959282130715,1.52013072474237,4.5858209778719,0.0220837910449617,0.0275969865144447,-69.187627044187,2,7,"Fair"
"ID408","5eaaa1f09980ee025a0e1f12",0.00381042431506196,0.124590225164807,0.67412229931688,4.48988150045949,5.36471669298253,0.378668411837025,0.857396835394042,-37.9856387556666,1,7,"Unfair"
"ID409","5eaabd69a768fc01c972b6ea",0.00190829253619382,1.32073261353046,0.0590634451893173,3.99705415435948,8.60518750049432,0.326755080427317,0.264982560288218,-78.8013843898898,0,7,"Unfair"
"ID410","5eab1f263437620e2c6909eb",0.173443303393863,2.42953677104214,0.680739304019452,0.219164723277772,2.8525154530074,0.0776715788848668,0.671906784516587,-65.5591276205598,8,7,"Fair"
"ID411","5eab3a9bfec73d10dc9291f7",0.772253223497209,4.85467331359528,0.998146030377656,6.23478843525923,6.73957975576024,0.127152413225576,0.195163052817135,-81.0239200561736,0,5,"Fair"
"ID412","5eac2efe4efbe80621541711",0.548656669284456,0.0272447274204876,0.94131628866457,0.0196013323418834,6.32670997600149,0.372669462039393,0.27722881289348,-56.6032483646405,0,1,"Unfair"
"ID413","5eac70db94edd22d57fa00c4",0.862206937022377,1.88155912857807,0.980201851560052,0.0636896757156796,5.91918208944025,0.0169045079689019,0.0712635353733751,-50.1552084457399,2,3,"Fair"
"ID414","5ead4a2f13f83a3cf7f69d13",0.465497695256579,0.396128758483986,0.714004584637168,0.699950564205553,3.39533712844669,0.777899924015973,0.121944502419052,-65.8384452779292,0,9,"Fair"
"ID415","5eb1ad7d6e2f922d409a33f4",0.000708022745498778,2.21784775897507,0.00492977409110116,1.59020262644308,1.21680646358023,0.580307180169868,0.408331756405624,-91.24797280897,16,2,"Fair"
"ID416","5eb2796f11e9d21ccfc58b17",0.00222120743347333,2.03784670808644,0.998884912804984,2.35882135797212,1.32601204111538,0.863128845944523,0.944784713971944,-15.7949020659507,0,7,"Unfair"
"ID417","5eb2ced773246705b92e0774",0.744396460943552,0.639143737874919,0.645059166669146,0.281169600093784,2.38312134555921,0.033984860032385,0.0085037773821522,-58.7764140637428,0,3,"Fair"
"ID418","5eb2e35ef11f47099b68d077",0.886974458791762,0.723494324896778,0.914926342015384,0.448223789826515,6.8909668087851,0.420452871090156,0.877348344806026,-71.0786565855912,7,5,"Unfair"
"ID419","5eb2e570f2dbc909af1e16f7",0.994773147068236,0.833864079754832,0.998026813928791,0.830412053465399,3.8753501150957,0.247212366680959,0.288207304281057,-61.7771805247707,0,3,"Unfair"
"ID420","5eb415e40b324a222db46f01",0.0700917890459508,0.896171006772829,0.205470513225072,0.671618261334187,1.07384717636887,0.730467748886138,0.730151120408655,-53.0006099504693,0,5,"Fair"
"ID421","5eb4564d7b27a029949eaf25",0.651474503079084,0.913063891096018,0.912247329305675,3.5390008217182,2.35061555694362,0.0985695245874599,0.0788383583233546,-75.6984669636595,22,3,"Unfair"
"ID422","5eb66b661cf74d55c169abec",0.76410404923521,0.0745046075989276,0.997360015017606,2.26846360074986,2.03641387479616,0.297158064070945,0.74972515542017,-45.2206959323024,0,2,"Unfair"
"ID423","5eb68960ff9bef0113d27eb6",0.819439567927227,0.308444148994916,0.951258065400867,0.799123263476647,8.40139837599475,0.513344156260806,0.283965688667014,-73.9179522063987,33,3,"Unfair"
"ID424","5eb70f4db9918d630f1beefd",0.0141364695147481,2.25828155556837,0.783267353878689,0.540533002388678,5.92995073793475,0.325053534827712,0.383228354880338,-77.1753569974183,0,8,"Unfair"
